0,1,0,7,1,0,0,3,1,0,13,17,1
1,2,0,0,0,2,2,0,0,0,6,8,5
0,0,0,3,0,0,0,0,0,0,3,6,0
1,1,0,0,0,0,0,0,0,0,1,7,1
4,0,0,1,0,0,4,3,0,0,8,8,1
5,0,2,0,0,0,1,2,0,0,5,6,1
6,0,0,1,0,0,0,0,0,1,2,7,1
7,0,1,0,0,0,0,3,0,x,4,13,0
8,0,0,0,0,0,0,0,0,1,1,3,2
9,0,0,3,0,0,0,0,1,x,4,5,1
10,0,0,0,0,1,2,0,0,7,10,14,1
11,1,0,1,0,0,0,0,0,0,2,9,2
12,0,0,0,1,0,0,0,0,0,1,7,0
13,0,0,1,3,0,3,0,1,x,8,15,0
14,1,0,4,0,3,0,0,0,0,8,14,0
15,3,0,1,1,0,0,1,1,1,8,13,1
16,0,0,0,0,5,0,0,1,1,7,10,1
17,0,0,2,0,0,0,2,0,0,4,7,2
18,1,0,0,0,0,0,0,0,0,1,4,1
19,1,0,1,0,0,0,0,0,x,2,3,1
17,2,0,0,1,0,0,0,2,0,5,7,2
20,0,0,1,0,0,0,0,0,2,3,7,1
21,0,0,0,0,0,0,0,3,0,3,7,1
6,1,0,0,1,0,2,0,0,x,4,9,0
22,0,0,0,0,0,0,0,0,1,1,5,0
1,0,2,0,0,0,1,0,1,x,4,9,1
23,0,0,1,1,0,2,0,0,0,4,6,2
13,0,1,0,1,0,0,0,4,x,6,9,0
14,0,0,0,0,0,0,2,0,0,2,7,0
24,0,0,0,0,2,0,0,0,1,3,10,0
4,1,1,0,0,0,0,0,0,0,2,4,2
3,0,0,0,0,3,0,0,0,x,3,1,1
17,0,0,1,3,1,0,0,0,0,5,7,1
20,0,1,0,0,1,1,0,0,0,3,8,0
10,0,0,4,0,0,0,0,0,0,4,7,1
9,0,0,3,0,0,0,0,0,0,3,7,2
23,1,0,0,2,0,2,1,0,3,9,11,0
13,0,0,0,0,0,0,0,0,0,0,3,1
8,0,2,2,1,2,0,0,5,0,12,15,0
25,1,1,1,0,0,0,0,0,0,3,8,1
15,0,0,1,0,0,0,0,1,1,4,8,0
26,0,0,1,0,0,0,1,0,0,3,4,2
27,0,2,0,0,0,0,0,0,0,2,6,2
0,1,0,0,0,0,0,0,5,x,6,6,0
12,2,0,1,0,0,5,3,4,0,15,17,0
11,0,0,0,0,0,0,0,0,0,0,4,2
5,0,0,6,1,0,0,0,3,0,10,15,0
7,0,1,0,2,2,0,0,0,0,5,12,0
29,0,0,0,1,0,1,0,3,0,5,6,0
18,0,2,0,0,0,0,0,1,0,3,4,1
16,0,0,2,0,0,2,0,0,2,6,11,0
2,0,0,0,2,0,0,0,0,0,2,5,1
17,0,0,0,2,0,0,0,0,0,2,9,0
20,0,0,0,1,0,0,0,2,x,3,7,1
4,0,1,0,1,0,0,2,6,0,10,11,1
3,0,0,0,2,0,0,0,0,0,2,7,1
10,0,0,0,0,3,1,0,0,1,5,11,0
9,0,0,1,0,1,0,0,2,0,4,10,0
21,0,0,0,2,0,0,0,0,0,2,6,0
6,0,0,0,0,0,0,0,0,0,0,3,0
28,0,0,1,0,0,0,2,0,1,8,12,1
19,0,0,0,3,0,1,3,0,0,7,10,2
23,0,0,4,0,0,0,2,0,0,6,9,1
13,0,0,0,0,0,1,0,0,0,1,4,0
22,2,2,1,0,0,0,0,0,0,5,8,1
1,1,0,2,0,0,0,0,0,1,6,12,2
8,0,0,1,1,0,0,0,0,0,2,7,0
25,0,1,0,0,0,0,0,0,0,1,6,0
5,0,0,0,6,0,0,0,0,0,6,9,0
7,1,0,1,0,0,3,6,0,x,11,15,0
12,0,0,0,3,0,0,0,0,0,3,6,0
11,0,0,0,0,0,0,0,0,0,0,2,1
17,0,0,3,0,0,0,0,0,0,3,6,0
20,0,0,0,1,0,1,0,3,x,5,10,0
4,2,1,0,0,0,0,1,0,5,9,14,0
3,0,2,0,0,0,3,0,0,0,5,7,0
16,0,2,0,0,0,4,0,0,0,6,10,1
2,4,1,0,0,0,1,1,0,x,7,9,0
14,0,0,1,0,0,1,0,0,0,2,5,0
24,0,1,1,1,1,0,0,0,x,4,9,0
29,1,4,0,0,1,0,0,0,0,6,12,1
18,6,3,3,0,0,1,3,0,x,16,17,0
10,0,0,1,0,0,0,0,0,0,1,6,0
9,1,1,0,0,0,0,0,0,x,2,7,0
28,0,2,0,0,0,3,0,2,0,7,13,0
19,0,0,0,0,0,2,0,0,1,3,10,1
8,1,1,0,0,0,1,0,0,0,3,6,0
25,1,1,1,0,0,0,1,0,x,4,9,2
5,2,0,1,0,0,0,1,0,0,4,8,1
7,0,0,2,0,0,0,0,0,1,3,8,0
22,0,0,0,0,0,1,0,0,0,1,4,3
1,1,0,0,0,3,1,0,0,x,5,9,0
15,0,0,0,0,0,0,3,0,0,3,8,0
26,0,0,0,1,0,0,0,0,0,1,8,1
27,2,0,0,0,0,0,0,0,0,2,5,0
0,1,0,0,0,0,0,0,0,2,3,8,0
12,4,0,0,1,0,0,0,1,1,7,11,1
11,0,0,0,0,0,0,0,0,0,0,5,0
10,0,0,0,0,0,2,0,0,4,6,10,1
9,0,0,0,0,0,0,0,0,1,1,4,2
29,0,3,0,2,0,0,0,0,0,5,9,1
18,0,1,1,2,1,0,3,0,x,8,12,0
14,1,1,0,0,0,0,0,0,0,2,9,0
24,0,0,0,0,0,1,2,1,x,4,8,1
3,1,0,1,0,0,0,1,0,0,3,4,0
13,0,0,1,0,2,0,0,0,1,4,11,1
27,0,0,1,1,2,0,0,2,0,6,9,1
0,0,0,1,8,0,0,1,0,x,10,12,1
19,3,0,1,0,1,0,1,0,0,6,13,1
15,3,0,0,0,0,0,1,0,0,4,6,1
12,0,2,1,0,1,0,0,2,0,6,13,1
8,0,0,0,0,3,4,0,5,x,12,17,0
23,0,2,2,5,0,0,1,0,4,14,14,0
7,3,1,2,0,0,0,0,0,0,6,8,2
18,0,0,0,0,0,0,0,0,0,0,3,0
28,1,0,0,2,0,0,1,0,x,4,13,0
2,3,2,0,0,2,0,0,0,0,7,9,0
10,0,0,0,1,0,0,0,0,0,1,3,1
20,1,0,0,0,0,0,0,0,0,1,5,0
24,0,1,0,1,4,0,0,0,x,6,10,0
16,0,1,1,0,0,4,2,0,0,8,11,0
17,1,0,0,6,0,0,0,0,0,7,9,1
14,0,1,0,0,0,1,0,1,0,3,6,1
6,0,2,0,0,0,0,0,2,x,4,9,0
3,3,0,2,1,0,0,1,0,0,7,10,0
13,0,1,1,1,0,0,0,0,0,3,7,1
9,0,0,0,1,1,0,0,0,1,3,9,2
4,0,0,0,0,2,0,0,0,0,2,4,2
29,0,0,0,0,0,0,0,0,4,4,9,0
25,3,1,0,0,0,0,0,2,x,6,7,0
27,0,0,0,0,0,1,0,1,0,2,8,1
21,0,1,0,0,0,2,4,0,x,7,9,1
11,0,0,0,6,3,2,0,0,2,13,18,0
5,0,2,0,3,0,0,0,0,1,6,9,0
1,0,1,0,0,1,0,0,4,0,6,8,3
0,2,0,1,0,0,1,1,0,0,5,6,3
22,0,0,0,3,0,0,1,1,2,7,11,2
26,0,0,4,0,0,0,0,0,0,4,5,0
23,0,0,2,0,0,0,0,0,0,2,5,1
7,0,0,0,0,0,1,0,1,1,3,8,0
12,0,0,0,2,0,0,0,0,0,2,9,0
8,0,0,0,0,0,0,2,0,1,3,2,0
16,0,0,3,1,3,1,0,0,0,8,11,1
17,2,0,2,0,0,0,0,0,0,4,7,1
18,1,1,0,4,2,0,0,0,0,8,13,1
28,0,0,0,2,0,0,2,0,0,4,7,1
2,0,0,0,0,0,2,1,0,0,3,7,3
10,0,0,1,1,0,0,5,0,x,7,10,1
14,0,0,0,0,0,0,0,0,0,0,7,2
6,0,0,0,2,2,3,0,0,x,7,10,0
3,1,0,0,1,0,0,2,0,0,4,10,0
13,1,0,0,0,0,0,0,0,0,1,5,2
9,2,0,0,0,2,1,0,1,0,6,11,0
4,0,1,0,0,0,0,0,0,0,1,5,0
29,2,0,1,0,3,0,0,0,0,6,9,0
25,0,0,1,0,2,1,0,0,0,4,8,2
1,0,0,0,0,0,1,0,0,0,1,10,1
0,2,0,0,0,1,0,2,0,x,5,8,1
12,0,1,0,0,0,0,0,1,1,3,10,0
8,1,0,0,1,0,0,0,0,0,2,5,1
22,0,2,1,2,2,0,1,2,2,12,14,3
26,0,0,2,0,0,0,0,0,0,2,4,3
27,0,0,0,0,1,0,0,0,0,1,8,0
21,0,0,0,0,0,0,0,0,0,0,3,0
11,0,0,1,6,0,3,0,0,6,16,19,1
5,0,0,0,2,0,0,1,0,0,3,8,2
23,3,0,0,1,0,0,0,0,0,4,10,0
7,0,0,0,1,0,0,1,0,0,2,4,1
16,0,0,0,0,0,0,0,0,0,0,7,1
17,2,0,0,0,0,0,0,1,x,3,7,0
20,0,0,0,1,2,0,0,0,0,3,8,0
24,0,4,0,0,0,0,0,1,x,5,11,1
14,0,0,0,0,2,1,0,0,0,3,11,1
6,0,0,0,0,1,0,0,2,1,4,7,2
3,0,0,0,0,1,0,0,0,0,1,7,1
13,0,0,2,0,0,0,1,0,x,3,7,0
9,0,0,0,0,0,0,1,0,1,2,5,1
4,0,0,0,0,1,0,0,0,0,1,6,0
29,1,0,0,0,1,0,0,0,0,2,3,1
25,2,0,0,1,0,0,0,0,x,3,6,1
1,0,1,0,0,0,0,0,0,0,1,9,0
0,0,0,0,0,0,1,0,0,1,2,10,0
27,0,0,1,0,0,2,0,1,1,5,9,0
21,0,0,0,0,0,2,0,0,0,2,4,0
22,0,0,4,0,0,1,0,2,5,12,10,1
26,1,0,0,3,1,1,0,0,1,7,11,0
19,1,0,0,0,0,0,0,0,1,2,7,0
15,1,0,0,0,0,0,3,0,x,4,11,0
12,5,0,0,1,0,0,0,0,0,6,10,0
8,2,0,3,1,0,3,0,0,x,9,12,0
11,0,1,1,0,0,0,0,1,0,3,8,0
5,2,0,0,0,1,0,1,2,x,6,9,1
23,0,2,0,1,0,1,2,1,0,7,12,0
7,0,0,0,2,1,0,0,0,0,3,8,0
24,0,0,5,0,0,1,0,0,3,9,9,2
16,3,0,0,2,0,1,0,0,1,7,11,0
10,0,1,0,2,0,0,0,0,1,4,9,0
14,0,0,0,1,0,0,0,0,0,1,6,1
6,0,0,0,0,0,0,0,2,0,2,11,0
29,3,0,0,3,0,1,0,1,x,8,14,0
13,0,0,0,0,0,3,0,1,0,4,9,0
9,0,0,0,0,0,0,0,0,1,1,10,0
3,0,1,1,1,0,0,1,3,0,7,14,0
4,1,0,0,0,0,0,0,2,0,3,7,0
1,1,2,1,1,2,0,0,0,0,7,17,1
28,0,1,0,0,1,2,0,0,0,4,6,0
11,0,0,2,1,0,0,1,0,0,4,6,0
27,0,0,0,1,1,1,0,0,0,3,8,0
25,0,0,0,0,0,0,1,0,0,1,6,1
22,3,2,4,0,0,0,1,0,x,10,19,0
26,2,2,0,0,0,0,0,0,0,4,8,1
15,3,0,1,0,1,0,1,0,x,6,11,0
19,0,7,1,0,0,2,0,0,0,10,15,1
21,0,0,0,3,0,0,0,0,0,3,7,0
0,1,0,1,1,0,0,0,0,0,3,7,1
23,0,0,0,0,0,0,2,3,x,5,3,0
18,0,1,0,0,0,1,1,0,0,3,7,1
17,0,0,2,0,0,0,0,0,0,2,3,1
24,0,0,0,2,0,3,4,0,0,9,11,0
16,2,0,0,0,2,0,0,1,0,5,10,0
2,0,0,0,1,0,0,0,0,0,1,5,0
20,0,0,0,0,0,0,1,4,x,5,5,0
6,3,0,0,0,0,0,0,0,0,3,7,0
29,2,0,0,0,0,0,0,0,0,2,7,0
13,0,1,0,0,0,0,0,2,2,5,10,1
9,1,0,2,0,0,0,1,0,0,4,7,0
3,0,0,5,0,0,1,2,0,0,8,12,1
4,0,0,0,0,0,0,0,0,0,0,4,0
1,0,0,0,0,0,2,0,0,0,2,5,1
28,2,2,0,0,0,3,1,0,x,8,14,1
7,0,0,0,0,0,0,1,1,2,4,9,0
12,0,1,0,0,0,0,0,0,1,2,9,1
26,0,0,0,0,0,0,0,0,1,1,6,0
15,0,0,0,0,0,0,0,2,x,2,8,1
11,0,0,0,0,0,0,0,0,0,0,4,2
27,0,0,0,0,0,1,0,2,x,3,4,1
19,0,0,0,1,0,0,0,1,0,2,9,0
21,1,0,0,0,0,0,0,0,0,1,6,0
8,0,0,1,0,2,2,0,2,0,7,13,1
5,0,1,0,0,1,0,0,0,0,2,7,0
13,0,0,1,0,1,0,0,1,2,5,11,1
9,0,0,0,0,0,0,0,1,0,1,3,0
3,0,1,0,0,0,0,1,0,0,2,6,3
4,0,1,0,1,0,0,0,0,2,4,8,1
18,0,0,0,0,1,0,0,1,0,2,8,1
17,0,1,0,0,2,0,0,4,x,7,10,0
24,0,0,2,0,0,0,0,0,0,2,9,0
16,0,0,2,2,0,0,0,0,x,4,8,0
2,0,0,0,3,0,0,0,1,0,4,5,0
20,0,0,0,0,0,0,0,1,0,1,5,2
10,0,0,0,0,0,1,2,0,0,3,9,0
14,0,0,0,0,0,0,0,0,0,0,4,0
6,0,0,0,0,0,2,0,2,0,4,8,1
29,0,0,0,0,0,1,1,0,0,2,6,1
28,0,0,0,1,0,4,0,0,2,7,10,0
1,2,0,0,0,0,0,0,1,0,3,4,0
19,0,0,0,0,0,0,0,1,0,1,7,0
21,0,0,0,0,0,0,2,0,x,2,7,0
26,0,0,0,0,0,0,0,0,0,0,5,0
15,0,0,0,3,0,0,0,0,x,3,4,0
11,0,0,0,0,0,0,0,0,1,1,6,3
27,1,0,1,0,0,0,0,0,x,2,5,1
0,1,0,0,0,0,0,1,0,0,2,7,0
23,5,0,2,2,0,0,0,0,x,9,8,0
25,1,0,0,1,2,0,0,0,2,6,9,1
22,3,0,0,0,0,0,0,1,0,4,6,2
8,0,0,2,0,3,0,0,1,0,6,7,1
5,2,0,3,1,0,1,0,3,x,10,18,0
7,0,0,1,0,0,0,0,0,0,1,5,3
12,0,0,0,1,2,0,0,0,x,3,7,0
10,1,0,0,1,0,0,1,0,0,3,9,1
14,0,0,0,1,0,0,0,0,0,1,4,1
2,0,0,0,0,1,3,1,0,1,6,13,0
20,0,0,0,0,0,0,0,0,0,0,5,2
18,0,0,0,2,0,0,0,0,0,2,3,0
17,0,0,0,0,3,1,0,0,x,4,8,0
24,0,0,1,1,0,1,0,0,0,3,9,0
3,0,0,1,0,0,5,0,0,x,6,10,0
6,1,0,0,0,0,5,0,0,0,6,13,0
29,0,0,0,0,0,0,1,0,1,2,5,0
28,0,0,0,2,0,0,2,3,0,7,9,2
1,0,0,0,0,0,0,3,1,0,4,14,1
11,0,0,0,0,0,0,0,0,0,0,3,1
27,0,1,0,0,0,1,1,0,x,3,3,0
25,0,0,0,0,0,0,0,0,0,0,1,0
22,0,3,2,0,0,0,2,0,x,7,11,0
8,0,0,0,1,0,0,3,2,0,6,9,1
5,0,0,0,0,9,0,0,2,x,11,13,3
26,0,0,1,0,0,0,0,1,0,2,5,0
15,0,0,4,1,0,1,0,0,x,6,6,0
0,0,0,0,0,0,0,0,0,1,1,6,2
23,0,1,0,0,2,0,0,5,x,8,11,0
7,0,0,0,0,1,1,0,0,0,2,6,1
12,0,0,0,0,0,0,5,0,x,5,8,0
4,0,0,0,1,2,1,1,1,1,7,12,0
18,1,0,0,0,0,0,0,0,0,1,6,1
17,0,1,0,0,0,0,2,0,0,3,3,1
16,3,1,0,0,0,1,0,0,x,5,9,0
10,0,0,0,0,0,0,0,0,1,1,6,1
20,0,0,0,0,0,0,0,0,0,0,2,0
24,1,0,0,0,0,0,9,1,0,11,13,1
3,0,5,0,0,0,0,0,0,0,5,6,1
13,0,0,0,0,0,1,3,0,0,4,9,0
14,0,0,0,0,0,2,2,1,x,5,8,1
28,0,0,0,0,0,0,0,0,0,0,5,1
29,1,0,0,0,0,0,0,0,x,1,5,0
6,2,0,1,0,0,0,0,0,1,4,12,1
9,0,1,0,1,0,0,0,0,0,2,5,1
21,1,0,0,0,5,0,0,0,0,6,14,2
2,1,0,0,0,1,0,0,0,3,5,14,1
5,0,1,0,0,0,2,1,2,0,6,11,1
23,0,0,0,0,0,0,1,0,0,1,4,4
15,5,0,1,0,1,2,0,0,0,9,16,1
27,0,0,0,0,0,0,0,0,1,1,4,1
25,0,1,1,1,0,2,0,2,1,8,11,2
1,0,0,0,0,0,0,4,0,0,4,8,1
26,0,0,0,0,0,0,2,4,0,6,8,2
19,1,0,1,0,1,0,0,0,0,3,12,0
0,0,0,3,0,0,0,0,0,0,3,7,3
22,4,0,3,0,0,1,4,2,x,14,13,0
8,0,0,1,0,0,2,0,0,0,3,5,3
12,1,0,1,4,0,1,0,0,x,7,9,1
7,0,1,0,0,0,0,1,0,1,3,8,1
11,0,1,0,1,0,0,0,0,0,2,8,1
4,0,0,0,0,3,0,0,0,0,3,10,1
18,0,0,1,0,0,0,1,0,0,2,10,1
13,0,4,0,0,0,0,0,0,0,4,9,0
14,2,0,1,0,1,0,0,2,x,6,10,0
17,1,0,0,1,0,0,0,0,0,2,7,0
16,0,0,4,0,0,0,0,0,x,4,9,0
6,1,0,0,1,0,0,0,0,1,3,9,1
9,3,1,0,0,0,0,1,0,x,5,10,2
10,0,0,0,0,0,0,2,0,0,2,7,0
20,0,0,1,3,0,0,1,2,x,7,10,0
28,0,1,0,0,1,2,0,0,1,5,15,0
29,3,0,0,0,0,0,0,0,0,3,8,1
24,1,0,1,0,2,0,0,0,0,4,10,1
3,1,0,0,0,1,0,6,0,x,8,14,0
